"41000","41543"
"41000","41697"
"41000","42150"
"41000","42465"
"41000","42495"
"41000","42508"
"41000","42850"
"41000","42858"
"41000","43394"
"41000","43957"
"41000","44136"
"41000","44218"
"41000","44464"
"41000","44491"
"41000","44569"
"41000","44621"
"41000","44645"
"41000","44924"
"41000","45058"
"41000","45155"
"41000","45198"
"41000","45297"
"41000","45365"
"41000","45645"
"41000","45712"
"41000","45881"
"41000","46461"
"41000","46535"
"41000","46597"
"41000","46695"
"41000","46878"
"41000","47458"
"41000","47599"
"41000","47796"
"41000","47908"
"41000","48004"
"41000","48081"
"41000","48134"
"41000","48236"
"41000","48383"
"41000","48688"
"41000","48834"
"41000","48905"
"41000","49126"
"41000","49230"
"41000","49344"
"41000","49717"
"41000","50030"
"41000","50244"
"41000","50553"
"41000","50566"
"41000","50771"
"41001","41212"
"41001","41289"
"41001","41463"
"41001","41914"
"41001","42215"
"41001","42278"
"41001","42291"
"41001","42700"
"41001","42864"
"41001","42918"
"41001","42943"
"41001","43016"
"41001","43178"
"41001","43290"
"41001","43331"
"41001","43462"
"41001","43936"
"41001","44155"
"41001","44179"
"41001","44222"
"41001","44587"
"41001","44839"
"41001","45050"
"41001","45322"
"41001","45371"
"41001","45472"
"41001","45678"
"41001","45765"
"41001","45799"
"41001","45809"
"41001","46742"
"41001","47152"
"41001","47457"
"41001","47480"
"41001","47561"
"41001","47635"
"41001","47849"
"41001","47920"
"41001","48613"
"41001","48810"
"41001","48852"
"41001","48983"
"41001","49120"
"41001","49242"
"41001","49288"
"41001","49440"
"41001","49828"
"41001","49894"
"41001","50875"
"41002","41010"
"41002","41086"
"41002","41375"
"41002","41571"
"41002","41792"
"41002","42289"
"41002","42489"
"41002","42735"
"41002","42751"
"41002","42927"
"41002","43001"
"41002","43344"
"41002","43692"
"41002","43915"
"41002","43978"
"41002","44243"
"41002","44483"
"41002","44552"
"41002","44848"
"41002","45123"
"41002","45157"
"41002","45321"
"41002","45530"
"41002","45964"
"41002","46179"
"41002","46608"
"41002","46911"
"41002","47226"
"41002","47306"
"41002","47330"
"41002","47603"
"41002","47784"
"41002","47831"
"41002","47869"
"41002","47989"
"41002","48526"
"41002","48713"
"41002","48723"
"41002","48725"
"41002","49057"
"41002","49246"
"41002","49601"
"41002","49652"
"41002","50095"
"41002","50185"
"41002","50199"
"41002","50586"
"41002","50799"
"41003","41099"
"41003","42271"
"41003","42384"
"41003","42405"
"41003","42472"
"41003","42566"
"41003","42618"
"41003","42667"
"41003","42951"
"41003","43220"
"41003","43243"
"41003","43527"
"41003","43580"
"41003","43699"
"41003","43705"
"41003","44417"
"41003","44638"
"41003","44843"
"41003","44944"
"41003","45205"
"41003","45372"
"41003","45531"
"41003","46087"
"41003","46596"
"41003","46736"
"41003","47255"
"41003","47295"
"41003","47498"
"41003","47696"
"41003","47700"
"41003","47741"
"41003","48325"
"41003","48400"
"41003","48471"
"41003","48477"
"41003","48506"
"41003","48528"
"41003","48569"
"41003","48669"
"41003","48776"
"41003","49022"
"41003","49166"
"41003","49169"
"41003","49281"
"41003","49368"
"41003","49572"
"41003","49606"
"41003","49789"
"41003","50127"
"41003","50208"
"41003","50560"
"41003","50597"
"41003","50824"
"41003","50869"
"41004","41474"
"41004","41793"
"41004","42337"
"41004","42381"
"41004","42708"
"41004","43136"
"41004","43450"
"41004","43509"
"41004","43569"
"41004","43755"
"41004","43762"
"41004","43961"
"41004","44412"
"41004","44462"
"41004","44715"
"41004","44798"
"41004","44861"
"41004","45219"
"41004","45244"
"41004","45589"
"41004","45629"
"41004","45769"
"41004","45801"
"41004","45925"
"41004","46348"
"41004","46458"
"41004","46826"
"41004","47000"
"41004","47112"
"41004","47146"
"41004","47196"
"41004","47216"
"41004","47954"
"41004","48063"
"41004","48275"
"41004","48284"
"41004","48489"
"41004","48565"
"41004","48701"
"41004","48840"
"41004","49113"
"41004","49628"
"41004","49984"
"41004","50030"
"41004","50154"
"41004","50302"
"41004","50324"
"41004","50415"
"41004","50668"
"41004","50776"
"41005","41029"
"41005","41095"
"41005","41548"
"41005","41558"
"41005","41615"
"41005","41860"
"41005","42164"
"41005","42185"
"41005","42420"
"41005","42708"
"41005","42903"
"41005","43151"
"41005","43284"
"41005","43408"
"41005","43516"
"41005","43535"
"41005","43950"
"41005","44387"
"41005","44471"
"41005","44866"
"41005","45422"
"41005","45610"
"41005","45881"
"41005","45921"
"41005","45925"
"41005","46303"
"41005","46405"
"41005","46406"
"41005","46463"
"41005","46484"
"41005","46581"
"41005","46943"
"41005","47146"
"41005","47785"
"41005","48085"
"41005","48129"
"41005","48159"
"41005","48348"
"41005","48771"
"41005","48862"
"41005","49431"
"41005","49443"
"41005","49774"
"41005","50384"
"41005","50386"
"41005","50620"
"41005","50945"
"41006","41256"
"41006","41351"
"41006","41530"
"41006","41751"
"41006","41851"
"41006","42188"
"41006","42239"
"41006","42310"
"41006","42429"
"41006","42442"
"41006","42529"
"41006","42786"
"41006","42876"
"41006","42909"
"41006","43174"
"41006","43275"
"41006","43337"
"41006","43363"
"41006","43384"
"41006","43591"
"41006","44041"
"41006","44069"
"41006","44567"
"41006","44638"
"41006","44947"
"41006","44972"
"41006","45042"
"41006","45530"
"41006","45532"
"41006","45585"
"41006","45714"
"41006","45912"
"41006","46262"
"41006","46447"
"41006","46642"
"41006","46726"
"41006","47014"
"41006","47039"
"41006","47327"
"41006","47336"
"41006","47507"
"41006","47839"
